codice,descrizione,nd,nd1
475991,"Commercio al dettaglio di articoli in legno, sughero, vimini e articoli in plastica per uso domestico",,
475999,Commercio al dettaglio di altri articoli per uso domestico nca,,
476,COMMERCIO AL DETTAGLIO DI ARTICOLI CULTURALI E RICREATIVI IN ESERCIZI SPECIALIZZATI,,
4761,Commercio al dettaglio di libri in esercizi specializzati,,
47610,Commercio al dettaglio di libri nuovi in esercizi specializzati,,
476100,Commercio al dettaglio di libri nuovi in esercizi specializzati,,
4762,Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati,,
47621,"Commercio al dettaglio di giornali, riviste e periodici",,
476210,"Commercio al dettaglio di giornali, riviste e periodici",,
47622,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,,
476220,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,,
4763,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,
47630,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,
476300,Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati,,
4764,Commercio al dettaglio di articoli sportivi in esercizi specializzati,,
47641,"Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero",,
476410,"Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero",,
47642,Commercio al dettaglio di natanti e accessori,,
476420,Commercio al dettaglio di natanti e accessori,,
4765,Commercio al dettaglio di giochi e giocattoli in esercizi specializzati,,
47650,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici),,
476500,Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici),,
477,COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI IN ESERCIZI SPECIALIZZATI,,
4771,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,,
47711,Commercio al dettaglio di confezioni per adulti,,
477110,Commercio al dettaglio di confezioni per adulti,,
47712,Commercio al dettaglio di confezioni per bambini e neonati,,
477120,Commercio al dettaglio di confezioni per bambini e neonati,,
47713,"Commercio al dettaglio di biancheria personale, maglieria, camicie",,
477130,"Commercio al dettaglio di biancheria personale, maglieria, camicie",,
47714,Commercio al dettaglio di pellicce e di abbigliamento in pelle,,
477140,Commercio al dettaglio di pellicce e di abbigliamento in pelle,,
47715,"Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte",,
477150,"Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte",,
4772,Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati,,
47721,Commercio al dettaglio di calzature e accessori,,
477210,Commercio al dettaglio di calzature e accessori,,
47722,Commercio al dettaglio di articoli di pelletteria e da viaggio,,
477220,Commercio al dettaglio di articoli di pelletteria e da viaggio,,
4773,Commercio al dettaglio di medicinali in esercizi specializzati,,
47731,Farmacie,,
477310,Farmacie,,
47732,Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica,,
477320,Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica,,
4774,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,
47740,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,
477400,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,,
4775,"Commercio al dettaglio di cosmetici, di articoli di profumeria e di erboristeria in esercizi specializzati",,
47751,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale",,
477510,"Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale",,
47752,Erboristerie,,
477520,Erboristerie,,
4776,"Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati",,
47761,Commercio al dettaglio di fiori e piante,,
477610,Commercio al dettaglio di fiori e piante,,
47762,Commercio al dettaglio di piccoli animali domestici,,
477620,Commercio al dettaglio di piccoli animali domestici,,
4777,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,,
47770,"Commercio al dettaglio di orologi, articoli di gioielleria e argenteria",,
477700,"Commercio al dettaglio di orologi, articoli di gioielleria e argenteria",,
4778,Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati,,
47781,Commercio al dettaglio di mobili per ufficio,,
477810,Commercio al dettaglio di mobili per ufficio,,
47782,Commercio al dettaglio di materiale per ottica e fotografia,,
477820,Commercio al dettaglio di materiale per ottica e fotografia,,
47783,"Commercio al dettaglio di oggetti d'arte di culto e di decorazione, chincaglieria e bigiotteria",,
477831,Commercio al dettaglio di oggetti d'arte (incluse le gallerie d'arte),,
477832,Commercio al dettaglio di oggetti d'artigianato,,
477833,Commercio al dettaglio di arredi sacri ed articoli religiosi,,
477834,Commercio al dettaglio di articoli da regalo e per fumatori,,
477835,Commercio al dettaglio di bomboniere,,
477836,Commercio al dettaglio di chincaglieria e bigiotteria (inclusi gli oggetti ricordo e gli articoli di promozione pubblicitaria),,
477837,Commercio al dettaglio di articoli per le belle arti,,
47784,Commercio al dettaglio di combustibile per uso domestico e per riscaldamento,,
477840,Commercio al dettaglio di combustibile per uso domestico e per riscaldamento,,
47785,"Commercio al dettaglio di armi e munizioni, articoli militari",,
477850,"Commercio al dettaglio di armi e munizioni, articoli militari",,
47786,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini",,
477860,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini",,
47789,Commercio al dettaglio di altri prodotti non alimentari,,
477891,"Commercio al dettaglio di filatelia, numismatica e articoli da collezionismo",,
477892,"Commercio al dettaglio di spaghi, cordami, tele e sacchi di juta e prodotti per l'imballaggio (esclusi quelli in carta e cartone)",,
477893,Commercio al dettaglio di articoli funerari e cimiteriali,,
477894,Commercio al dettaglio di articoli per adulti (sexy shop),,
477899,Commercio al dettaglio di altri prodotti non alimentari nca,,
4779,Commercio al dettaglio di articoli di seconda mano in negozi,,
47791,Commercio al dettaglio di libri di seconda mano,,
477910,Commercio al dettaglio di libri di seconda mano,,
47792,Commercio al dettaglio di mobili usati e oggetti di antiquariato,,
477920,Commercio al dettaglio di mobili usati e oggetti di antiquariato,,
47793,Commercio al dettaglio di indumenti e altri oggetti usati,,
477930,Commercio al dettaglio di indumenti e altri oggetti usati,,
47794,Case d'asta al dettaglio (escluse aste via internet),,
477940,Case d'asta al dettaglio (escluse aste via internet),,
478,COMMERCIO AL DETTAGLIO AMBULANTE,,
4781,Commercio al dettaglio ambulante di prodotti alimentari e bevande,,
47810,Commercio al dettaglio ambulante di prodotti alimentari e bevande,,
478101,Commercio al dettaglio ambulante di prodotti ortofrutticoli,,
478102,Commercio al dettaglio ambulante di prodotti ittici,,
478103,Commercio al dettaglio ambulante di carne,,
478109,Commercio al dettaglio ambulante di altri prodotti alimentari e bevande nca,,
4782,"Commercio al dettaglio ambulante di prodotti tessili, abbigliamento e calzature",,
47820,"Commercio al dettaglio ambulante di prodotti tessili, abbigliamento, calzature e pelletterie",,
478201,"Commercio al dettaglio ambulante di tessuti, articoli tessili per la casa, articoli di abbigliamento",,
478202,Commercio al dettaglio ambulante di calzature e pelletterie,,
4789,Commercio al dettaglio ambulante di altri prodotti,,
47890,Commercio al dettaglio ambulante di altri prodotti,,
478901,"Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti",,
478902,"Commercio al dettaglio ambulante di macchine, attrezzature e prodotti per l'agricoltura; attrezzature per il giardinaggio",,
478903,"Commercio al dettaglio ambulante di profumi e cosmetici; saponi, detersivi ed altri detergenti per qualsiasi uso",,
478904,Commercio al dettaglio ambulante di chincaglieria e bigiotteria,,
478905,Commercio al dettaglio ambulante di arredamenti per giardino; mobili; tappeti e stuoie; articoli casalinghi; elettrodomestici; materiale elettrico,,
478909,Commercio al dettaglio ambulante di altri prodotti nca,,
479,"COMMERCIO AL DETTAGLIO AL DI FUORI DI NEGOZI, BANCHI E MERCATI",,
4791,Commercio al dettaglio per corrispondenza o attraverso internet,,
47911,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,,
479110,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,,
47912,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione,,
479120,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione,,
47913,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono",,
479130,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, telefono",,
4799,"Altro commercio al dettaglio al di fuori di negozi, banchi o mercati",,
47991,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)",,
479910,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)",,
47992,Commercio effettuato per mezzo di distributori automatici,,
479920,Commercio effettuato per mezzo di distributori automatici,,
49,TRASPORTO TERRESTRE E TRASPORTO MEDIANTE CONDOTTE,,
491,TRASPORTO FERROVIARIO DI PASSEGGERI (INTERURBANO),,
4910,Trasporto ferroviario di passeggeri (interurbano),,
49100,Trasporto ferroviario di passeggeri (interurbano),,
491000,Trasporto ferroviario di passeggeri (interurbano),,
492,TRASPORTO FERROVIARIO DI MERCI,,
4920,Trasporto ferroviario di merci,,
49200,Trasporto ferroviario di merci,,
492000,Trasporto ferroviario di merci,,
493,ALTRI TRASPORTI TERRESTRI DI PASSEGGERI,,
4931,Trasporto terrestre di passeggeri in aree urbane e suburbane,,
49310,Trasporto terrestre di passeggeri in aree urbane e suburbane,,
493100,Trasporto terrestre di passeggeri in aree urbane e suburbane,,
4932,"Trasporto con taxi, noleggio di autovetture con conducente",,
49321,Trasporto con taxi,,
493210,Trasporto con taxi,,
49322,Trasporto mediante noleggio di autovetture da rimessa con conducente,,
493220,Trasporto mediante noleggio di autovetture da rimessa con conducente,,
4939,Altri trasporti terrestri di passeggeri nca,,
49390,Altri trasporti terrestri di passeggeri nca,,
493901,"Gestioni di funicolari, ski-lift e seggiovie se non facenti parte dei sistemi di transito urbano o suburbano",,
493909,Altre attività di trasporti terrestri di passeggeri nca,,
494,TRASPORTO DI MERCI SU STRADA E SERVIZI DI TRASLOCO,,
4941,Trasporto di merci su strada,,
49410,Trasporto di merci su strada,,
494100,Trasporto di merci su strada,,
4942,Servizi di trasloco,,
49420,Servizi di trasloco,,
494200,Servizi di trasloco,,
495,TRASPORTO MEDIANTE CONDOTTE,,
4950,Trasporto mediante condotte,,
49501,Trasporto mediante condotte di gas,,
495010,Trasporto mediante condotte di gas,,
49502,Trasporto mediante condotte di liquidi,,
495020,Trasporto mediante condotte di liquidi,,
50,TRASPORTO MARITTIMO E PER VIE D'ACQUA,,
501,TRASPORTO MARITTIMO E COSTIERO DI PASSEGGERI,,
5010,Trasporto marittimo e costiero di passeggeri,,
50100,Trasporto marittimo e costiero di passeggeri,,
501000,Trasporto marittimo e costiero di passeggeri,,
502,TRASPORTO MARITTIMO E COSTIERO DI MERCI,,
5020,Trasporto marittimo e costiero di merci,,
50200,Trasporto marittimo e costiero di merci,,
502000,Trasporto marittimo e costiero di merci,,
503,TRASPORTO DI PASSEGGERI PER VIE D'ACQUA INTERNE,,
5030,Trasporto di passeggeri per vie d'acqua interne,,
50300,Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari),,
503000,Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari),,
504,TRASPORTO DI MERCI PER VIE D'ACQUA INTERNE,,
5040,Trasporto di merci per vie d'acqua interne,,
50400,Trasporto di merci per vie d'acqua interne,,
504000,Trasporto di merci per vie d'acqua interne,,
51,TRASPORTO AEREO,,
511,TRASPORTO AEREO DI PASSEGGERI,,
5110,Trasporto aereo di passeggeri,,
51101,Trasporto aereo di linea di passeggeri,,
511010,Trasporto aereo di linea di passeggeri,,
51102,Trasporto aereo non di linea di passeggeri; voli charter,,
511020,Trasporto aereo non di linea di passeggeri; voli charter,,
512,TRASPORTO AEREO DI MERCI E TRASPORTO SPAZIALE,,
5121,Trasporto aereo di merci,,
51210,Trasporto aereo di merci,,
512100,Trasporto aereo di merci,,
5122,Trasporto spaziale,,
51220,Trasporto spaziale,,
512200,Trasporto spaziale,,
52,MAGAZZINAGGIO E ATTIVITÀ DI SUPPORTO AI TRASPORTI,,
521,MAGAZZINAGGIO E CUSTODIA,,
5210,Magazzinaggio e custodia,,
52101,Magazzini di custodia e deposito per conto terzi,,
521010,Magazzini di custodia e deposito per conto terzi,,
52102,Magazzini frigoriferi per conto terzi,,
521020,Magazzini frigoriferi per conto terzi,,
522,ATTIVITÀ DI SUPPORTO AI TRASPORTI,,
5221,Attività dei servizi connessi ai trasporti terrestri,,
52211,Gestione di infrastrutture ferroviarie,,
522110,Gestione di infrastrutture ferroviarie,,
52212,"Gestione di strade, ponti, gallerie",,
522120,"Gestione di strade, ponti, gallerie",,
52213,Gestione di stazioni per autobus,,
522130,Gestione di stazioni per autobus,,
52214,Gestione di centri di movimentazione merci (interporti),,
522140,Gestione di centri di movimentazione merci (interporti),,
52215,Gestione di parcheggi e autorimesse,,
522150,Gestione di parcheggi e autorimesse,,
52216,Attività di traino e soccorso stradale,,
522160,Attività di traino e soccorso stradale,,
52219,Altre attività connesse ai trasporti terrestri nca,,
522190,Altre attività connesse ai trasporti terrestri nca,,
5222,Attività dei servizi connessi al trasporto marittimo e per vie d'acqua,,
